SYMBOL,Time,OMDSEQ,ASK_SIZE,ASK_PRICE,BID_SIZE,BID_PRICE
AA,2015-01-03 09:35:53.047722,4,5,23.92,1,22.74
AA,2015-01-03 09:35:53.047763,5,5,23.92,5,23.8
AA,2015-01-03 09:35:53.047830,6,3,23.92,8,23.8
AA,2015-01-03 09:35:53.047853,7,8,23.92,8,23.8
AA,2015-01-03 09:35:53.294577,0,1,25.0,1,22.74
AA,2015-01-03 09:35:53.294662,1,3,23.92,8,23.8
AA,2015-01-03 09:35:53.294683,2,3,23.92,3,23.8
AA,2015-01-03 09:35:53.296011,0,1,25.0,5,23.8
AA,2015-01-03 09:35:53.296043,1,5,23.92,5,23.8
AA,2015-01-03 09:35:53.296133,2,3,23.92,8,23.8
AA,2015-01-03 09:35:53.296145,3,8,23.92,8,23.8
AA,2015-01-03 09:35:53.296736,4,1,25.0,5,23.8
AA,2015-01-03 09:35:53.296754,5,1,25.0,1,22.74
AA,2015-01-03 09:35:53.296825,6,3,23.92,8,23.8
AA,2015-01-03 09:35:53.296846,7,3,23.92,3,23.8
AA,2015-01-03 09:35:53.350307,0,1,25.0,5,23.8
AA,2015-01-03 09:35:53.350343,1,5,23.92,5,23.8
AA,2015-01-03 09:35:53.350372,2,3,23.92,8,23.8
AA,2015-01-03 09:35:53.350407,3,8,23.92,8,23.8
AA,2015-01-03 09:35:53.446263,0,1,25.0,1,22.74
AA,2015-01-03 09:35:53.446330,1,3,23.92,8,23.8
AA,2015-01-03 09:35:53.446351,2,3,23.92,3,23.8
AA,2015-01-03 09:35:54.073069,0,5,23.92,1,22.74
AA,2015-01-03 09:35:54.073101,1,5,23.92,5,23.8
AA,2015-01-03 09:35:54.073171,2,3,23.92,8,23.8
AA,2015-01-03 09:35:54.073195,3,8,23.92,8,23.8
AA,2015-01-03 09:35:54.210114,0,1,25.0,5,23.8
AA,2015-01-03 09:35:54.210137,1,1,25.0,1,22.74
AA,2015-01-03 09:35:54.210214,2,3,23.92,8,23.8
AA,2015-01-03 09:35:54.210241,3,3,23.92,3,23.8
AA,2015-01-03 09:35:54.211028,0,1,25.0,5,23.8
AA,2015-01-03 09:35:54.211067,1,5,23.92,5,23.8
AA,2015-01-03 09:35:54.211133,2,3,23.92,8,23.8
AA,2015-01-03 09:35:54.211157,3,8,23.92,8,23.8
AA,2015-01-03 09:35:54.391765,0,1,25.0,5,23.8
AA,2015-01-03 09:35:54.391783,1,1,25.0,1,22.74
AA,2015-01-03 09:35:54.391874,2,3,23.92,8,23.8
AA,2015-01-03 09:35:54.391896,3,3,23.92,3,23.8
AA,2015-01-03 09:35:54.828109,0,5,23.92,5,23.8
AA,2015-01-03 09:35:54.828138,1,3,23.92,8,23.8
AA,2015-01-03 09:35:54.828158,2,8,23.92,8,23.8
AA,2015-01-03 09:35:56.078480,0,1,25.0,5,23.8
AA,2015-01-03 09:35:56.078509,1,1,25.0,1,22.74
AA,2015-01-03 09:35:56.078585,2,3,23.92,8,23.8
AA,2015-01-03 09:35:56.078604,3,3,23.92,3,23.8
AA,2015-01-03 09:35:56.087560,0,5,23.92,1,22.74
AA,2015-01-03 09:35:56.087575,1,5,23.92,5,23.8
AA,2015-01-03 09:35:56.087623,2,3,23.92,8,23.8
AA,2015-01-03 09:35:56.087648,3,8,23.92,8,23.8
AA,2015-01-03 09:36:17.665946,0,3,23.91,8,23.8
AA,2015-01-03 09:36:17.666331,0,3,23.91,5,23.8
AA,2015-01-03 09:36:17.667061,0,1,25.0,5,23.8
AA,2015-01-03 09:36:17.667090,1,5,23.91,5,23.8
AA,2015-01-03 09:36:17.667168,2,8,23.91,5,23.8
AA,2015-01-03 09:36:33.665773,0,3,23.9,5,23.8
AA,2015-01-03 09:36:33.666859,0,1,25.0,5,23.8
AA,2015-01-03 09:36:33.666877,1,5,23.9,5,23.8
AA,2015-01-03 09:36:33.666970,2,8,23.9,5,23.8
AA,2015-01-03 09:36:51.755662,0,5,23.9,1,22.74
AA,2015-01-03 09:37:24.051479,0,5,23.9,5,23.8
AA,2015-01-03 09:37:35.824678,0,5,23.9,1,22.74
AA,2015-01-03 09:37:54.216211,0,5,23.9,5,23.8
AA,2015-01-03 09:38:28.493793,0,5,23.9,1,22.74
AA,2015-01-03 09:38:32.803076,0,8,23.9,3,23.79
AA,2015-01-03 09:38:32.804274,0,5,23.9,5,23.79
AA,2015-01-03 09:38:32.804387,1,8,23.9,8,23.79
AA,2015-01-03 09:38:36.665288,0,11,23.9,8,23.79
AA,2015-01-03 09:38:36.665529,1,3,23.89,8,23.79
AA,2015-01-03 09:38:36.666293,0,3,23.89,5,23.79
AA,2015-01-03 09:38:36.666545,1,1,25.0,5,23.79
AA,2015-01-03 09:38:36.666564,2,5,23.89,5,23.79
AA,2015-01-03 09:38:36.666702,3,8,23.89,5,23.79
AA,2015-01-03 09:38:42.467014,0,5,23.89,1,22.74
AA,2015-01-03 09:38:44.288724,0,8,23.89,3,23.78
AA,2015-01-03 09:38:44.290009,0,5,23.89,5,23.78
AA,2015-01-03 09:38:44.290124,1,8,23.89,8,23.78
AA,2015-01-03 09:38:51.665777,0,11,23.89,8,23.78
AA,2015-01-03 09:38:51.665812,1,3,23.88,8,23.78
AA,2015-01-03 09:38:51.666047,0,3,23.88,5,23.78
AA,2015-01-03 09:38:51.667162,0,1,25.0,5,23.78
AA,2015-01-03 09:38:51.667323,1,8,23.88,5,23.78
AA,2015-01-03 09:38:52.668484,0,8,23.88,8,23.78
AA,2015-01-03 09:38:55.666833,0,8,23.88,5,23.78
AA,2015-01-03 09:38:56.571879,0,5,23.88,5,23.78
AA,2015-01-03 09:39:08.414814,0,11,23.88,5,23.78
AA,2015-01-03 09:39:08.415307,0,3,23.87,5,23.78
AA,2015-01-03 09:39:08.416208,0,1,25.0,5,23.78
AA,2015-01-03 09:39:09.224469,0,1,25.0,1,22.74
AA,2015-01-03 09:39:09.758432,0,8,23.87,5,23.78
AA,2015-01-03 09:39:10.393912,0,8,23.87,3,23.77
AA,2015-01-03 09:39:10.395064,0,1,25.0,5,23.77
AA,2015-01-03 09:39:10.395137,1,8,23.87,8,23.77
AA,2015-01-03 09:39:10.665283,0,8,23.87,5,23.77
AA,2015-01-03 09:39:11.861927,0,5,23.87,5,23.77
AA,2015-01-03 09:39:15.373561,0,5,23.87,1,22.74
AA,2015-01-03 09:39:34.199031,0,8,23.87,3,23.76
AA,2015-01-03 09:39:34.203836,0,5,23.87,5,23.76
AA,2015-01-03 09:39:34.204112,0,8,23.87,8,23.76
AA,2015-01-03 09:39:37.665654,0,11,23.87,8,23.76
AA,2015-01-03 09:39:37.665709,1,3,23.86,8,23.76
AA,2015-01-03 09:39:37.666029,0,3,23.86,5,23.76
AA,2015-01-03 09:39:37.666841,1,1,25.0,5,23.76
AA,2015-01-03 09:39:37.666872,2,5,23.86,5,23.76
AA,2015-01-03 09:39:37.666988,3,8,23.86,5,23.76
AA,2015-01-03 09:40:03.415145,0,8,23.86,8,23.76
AA,2015-01-03 09:40:03.528689,0,1,25.0,5,23.76
AA,2015-01-03 09:40:04.183979,0,5,23.86,5,23.76
AA,2015-01-03 09:40:18.414744,0,11,23.86,8,23.76
AA,2015-01-03 09:40:18.414800,1,3,23.85,8,23.76
AA,2015-01-03 09:40:18.415801,0,1,25.0,5,23.76
AA,2015-01-03 09:40:41.165043,0,3,23.86,8,23.76
AA,2015-01-03 09:40:41.166110,0,8,23.86,8,23.76
AA,2015-01-03 09:40:46.852369,0,3,23.86,8,23.76
AA,2015-01-03 09:41:04.571824,0,8,23.86,8,23.76
AA,2015-01-03 09:41:57.201236,0,3,23.86,8,23.76
AA,2015-01-03 09:42:03.035960,0,8,23.86,8,23.76
AA,2015-01-03 09:42:10.381216,0,5,23.86,5,23.76
AA,2015-01-03 09:42:14.415127,0,11,23.86,8,23.76
AA,2015-01-03 09:42:14.415152,1,3,23.85,8,23.76
AA,2015-01-03 09:42:14.416262,0,1,25.0,5,23.76
AA,2015-01-03 09:42:17.345114,0,1,25.0,1,22.74
AA,2015-01-03 09:42:19.528189,0,1,25.0,5,23.76
AA,2015-01-03 09:42:30.881917,0,1,25.0,1,22.74
AA,2015-01-03 09:42:33.448894,0,8,23.85,8,23.76
AA,2015-01-03 09:42:40.208249,0,8,23.85,3,23.76
AA,2015-01-03 09:42:53.616278,0,5,23.85,1,22.74
AA,2015-01-03 09:42:54.166303,0,3,23.84,3,23.76
AA,2015-01-03 09:42:54.166411,1,3,23.84,3,23.75
AA,2015-01-03 09:42:54.167165,0,1,25.0,1,22.74
AA,2015-01-03 09:42:54.168040,0,1,25.0,5,23.75
AA,2015-01-03 09:42:54.168173,1,3,23.84,8,23.75
AA,2015-01-03 09:44:00.165838,0,3,23.85,8,23.75
AA,2015-01-03 09:44:00.165838,1,3,23.85,11,23.75
AA,2015-01-03 09:44:00.166589,0,3,23.85,3,23.76
AA,2015-01-03 09:44:00.167069,0,1,25.0,1,22.74
AA,2015-01-03 09:44:00.167086,1,1,25.0,5,23.76
AA,2015-01-03 09:44:00.167153,2,3,23.85,8,23.76
AA,2015-01-03 09:44:08.915452,0,3,23.86,8,23.76
AA,2015-01-03 09:44:08.915509,1,3,23.86,11,23.76
AA,2015-01-03 09:44:08.915630,2,3,23.86,3,23.77
AA,2015-01-03 09:44:08.916589,0,1,25.0,1,22.74
AA,2015-01-03 09:44:08.916848,1,3,23.86,8,23.77
AA,2015-01-03 09:44:10.554804,0,1,25.0,5,23.77
AA,2015-01-03 09:44:21.510931,0,1,25.0,1,22.74
AA,2015-01-03 09:44:23.309443,0,8,23.86,8,23.77
AA,2015-01-03 09:44:24.214588,0,8,23.86,3,23.77
AA,2015-01-03 09:44:25.764668,0,5,23.86,1,22.74
AA,2015-01-03 09:44:26.418514,0,11,23.86,3,23.77
AA,2015-01-03 09:44:26.418542,1,3,23.85,3,23.77
AA,2015-01-03 09:44:26.419219,0,3,23.85,3,23.76
AA,2015-01-03 09:44:26.419438,1,1,25.0,1,22.74
AA,2015-01-03 09:44:26.420395,0,1,25.0,5,23.76
AA,2015-01-03 09:44:26.420546,1,3,23.85,8,23.76
AA,2015-01-03 09:45:21.426697,0,3,23.86,8,23.76
AA,2015-01-03 09:45:21.426749,1,3,23.86,11,23.76
AA,2015-01-03 09:45:21.426868,2,3,23.86,3,23.77
AA,2015-01-03 09:45:21.427964,0,1,25.0,1,22.74
AA,2015-01-03 09:45:21.427986,1,1,25.0,5,23.77
AA,2015-01-03 09:45:21.428135,0,3,23.86,8,23.77
AA,2015-01-03 09:45:39.084224,0,1,25.0,1,22.74
AA,2015-01-03 09:45:40.804184,0,8,23.86,8,23.77
AA,2015-01-03 09:46:01.414704,0,11,23.86,8,23.77
AA,2015-01-03 09:46:01.414729,1,3,23.85,8,23.77
AA,2015-01-03 09:46:07.882071,0,1,25.0,5,23.77
AA,2015-01-03 09:47:07.165007,0,6,23.86,8,23.77
AA,2015-01-03 09:47:07.165023,1,3,23.86,8,23.77
AA,2015-01-03 09:47:11.484875,0,1,25.0,1,22.74
AA,2015-01-03 09:47:11.575894,0,8,23.86,8,23.77
AA,2015-01-03 09:47:12.971019,0,8,23.86,3,23.77
AA,2015-01-03 09:47:13.235346,0,5,23.86,1,22.74
AA,2015-01-03 09:47:13.416044,0,11,23.86,3,23.77
AA,2015-01-03 09:47:13.416365,1,3,23.85,3,23.77
AA,2015-01-03 09:47:13.416840,2,3,23.85,3,23.76
AA,2015-01-03 09:47:13.417297,0,1,25.0,1,22.74
AA,2015-01-03 09:47:13.418092,0,1,25.0,5,23.76
AA,2015-01-03 09:47:13.418808,1,3,23.85,8,23.76
AA,2015-01-03 09:47:17.915831,0,6,23.85,8,23.76
AA,2015-01-03 09:47:17.916095,0,3,23.84,8,23.76
AA,2015-01-03 09:47:21.179584,0,1,25.0,1,22.74
AA,2015-01-03 09:47:29.805763,0,3,23.84,3,23.76
AA,2015-01-03 09:47:32.916581,0,6,23.84,3,23.76
AA,2015-01-03 09:47:32.916606,1,3,23.83,3,23.76
AA,2015-01-03 09:47:32.916805,2,3,23.83,3,23.75
AA,2015-01-03 09:47:32.917970,0,3,23.83,8,23.75
AA,2015-01-03 09:47:45.147469,0,3,23.83,3,23.75
AA,2015-01-03 09:47:47.896255,0,3,23.83,8,23.75
AA,2015-01-03 09:47:48.936400,0,1,25.0,5,23.75
AA,2015-01-03 09:47:59.166342,0,6,23.84,8,23.75
AA,2015-01-03 09:47:59.166360,1,3,23.84,8,23.75
AA,2015-01-03 09:48:26.953527,0,1,25.0,1,22.74
AA,2015-01-03 09:48:27.167120,0,6,23.84,8,23.75
AA,2015-01-03 09:48:27.167522,1,3,23.83,8,23.75
AA,2015-01-03 09:48:27.522170,0,3,23.83,3,23.75
AA,2015-01-03 09:48:30.417516,0,3,23.83,3,23.74
AA,2015-01-03 09:48:30.418579,0,3,23.83,8,23.74
AA,2015-01-03 09:48:31.665803,0,6,23.83,8,23.74
AA,2015-01-03 09:48:31.665859,1,3,23.82,8,23.74
AA,2015-01-03 09:48:40.021647,0,3,23.82,3,23.74
AA,2015-01-03 09:48:46.218601,0,3,23.82,8,23.74
AA,2015-01-03 09:48:58.613539,0,1,25.0,5,23.74
